Type,Status,Priority,Resolution,Affects Version/s,Fix Version/s,Component/s,Labels,Patch Info,Estimated Complexity,Assignee,Reporter,Votes,Watchers,Created,Updated,Resolved,Description,Comments
Bug,Resolved,Minor,Fixed,['2.18.0'],"['2.17.5', '2.18.2', '2.19.0']",['camel-swagger'],None,Patch Available,Unknown,Claus Ibsen,Bob Paulin,0 Vote for this issue,4 Start watching this issue,14/Dec/16 14:42,14/Dec/16 14:42,14/Dec/16 14:42,"Assume I have rest path rest(""/test"").get().type(ClassA.class).to(""direct:someRoute""); rest(""/testSub"").get().type(ClassB.class).to(""direct:someOtherRoute""); And in the type ClassA contains a reference to ClassB. Within the Swagger Doc the path for ClassA renders as expected: /test: get: responses: 200: schema: $ref: '#/definitions/ClassA' However ClassB gets a string parameter scheme /testSub: get: responses: 200: schema: type : 'string' format : 'com.ClassB' However I'd expect it to be: /testSub: get: responses: 200: schema: $ref: '#/definitions/ClassB'","[{'Author': 'ASF GitHub Bot', 'Date': '14/Dec/16 14:55', 'Content': 'GitHub user bobpaulin opened a pull request:\nhttps://github.com/apache/camel/pull/1348\nCAMEL-10597 - Allow addition of x-className to empty VendorExtensions\nYou can merge this pull request into a Git repository by running:\n$ git pull https://github.com/bobpaulin/camel CAMEL-10597\nAlternatively you can review and apply these changes as the patch at:\nhttps://github.com/apache/camel/pull/1348.patch\nTo close this pull request, make a commit to your master/trunk branch\nwith (at least) the following in the commit message:\nThis closes #1348'}, {'Author': 'Bob Paulin', 'Date': '14/Dec/16 14:56', 'Content': 'PR included https://github.com/apache/camel/pull/1348'}, {'Author': 'Claus Ibsen', 'Date': '14/Dec/16 15:31', 'Content': 'Thanks for the PR'}, {'Author': 'ASF GitHub Bot', 'Date': '14/Dec/16 15:34', 'Content': 'Github user bobpaulin closed the pull request at:\nhttps://github.com/apache/camel/pull/1348'}, {'Author': 'Andrea Cosentino', 'Date': '15/Dec/16 14:05', 'Content': '2.17.x is affected too davsclaus'}, {'Author': 'Claus Ibsen', 'Date': '15/Dec/16 14:26', 'Content': 'Thanks its backported now'}]"
